Atom type,Coordinate-X,Coordinate-Y,Coordinate-Z,Mulliken charges,NPA charges,NMR Shielding
1,-5.80076,-0.67222,-1.24593,0.142471,0.19155,30.6296583333
1,-5.05628,-2.61957,0.39055,0.142308,0.19130,30.6296583333
1,-4.42744,-3.06879,-2.57726,0.143042,0.19366,30.6296583333
1,-2.32532,-2.7236,-1.00459,0.173767,0.20033,30.9082000000
1,-3.05699,-0.78064,-2.6186,0.175920,0.20092,30.6296583333
1,-3.72534,-0.35035,0.33563,0.173125,0.20196,29.7513000000
1,-5.50884,-0.87071,-2.97088,0.143546,0.20816,30.1437000000
1,-4.29802,-4.04958,-0.30214,0.143601,0.20836,30.3689600000
1,-6.03103,-3.06627,-1.84754,0.141789,0.20666,30.3689600000
1,-2.5973,-2.54599,0.72434,0.177616,0.21454,30.3689600000
1,-3.83099,0.6444,-1.93856,0.139669,0.20613,30.0649000000
1,-3.24154,1.20679,3.83207,0.142545,0.21441,23.8328000000
6,-2.40237,0.93658,3.19663,-0.175453,-0.22164,39.0579000000
6,-0.23983,0.26072,1.51621,0.109894,-0.00543,3.9836000000
6,-2.60732,0.69911,1.83541,-0.202696,-0.19566,20.4088000000
6,-1.13419,0.80815,3.73648,-0.115581,-0.19428,32.8544000000
6,-0.07009,0.47116,2.90541,-0.252156,-0.21166,28.6628000000
6,-1.55698,0.3376,0.96778,-0.140125,-0.34336,24.8770000000
1,-3.62272,0.79588,1.46781,0.175878,0.20847,22.9728000000
1,-0.96762,0.97314,4.79707,0.145683,0.21602,23.4929000000
1,0.92149,0.37129,3.34405,0.193548,0.21693,23.6395000000
15,-1.9316,-0.08541,-0.77266,0.087622,0.81861,290.4481000000
6,0.99956,-0.02993,0.73504,0.087111,-0.06743,21.9713000000
6,3.4083,-0.58633,-0.70358,0.097934,0.00502,10.3825000000
6,1.87928,1.029,0.34152,0.132813,0.03013,8.1324000000
6,1.39092,-1.37329,0.45931,0.197315,0.04191,8.9459000000
6,2.57919,-1.61832,-0.26335,-0.207652,-0.22463,39.2040000000
6,3.05619,0.72344,-0.37611,-0.270229,-0.23599,44.4979000000
1,2.882,-2.64376,-0.46383,0.164049,0.20380,23.9662000000
1,3.73126,1.52548,-0.66459,0.191410,0.20500,23.8328000000
6,1.64957,2.48943,0.74976,-0.331901,-0.24829,150.6171000000
1,0.59758,2.63275,1.01416,0.173642,0.21382,29.7630000000
6,2.49684,2.84225,1.97965,-0.386834,-0.58571,154.8454000000
1,3.56912,2.77921,1.76139,0.147490,0.20204,31.1296571429
1,2.29682,2.17052,2.81862,0.128434,0.20642,30.6286636364
1,2.28357,3.86357,2.31362,0.146690,0.20494,30.9957142857
6,1.95094,3.5039,-0.36597,-0.451223,-0.59696,161.1086000000
1,3.02647,3.62916,-0.53204,0.142550,0.19791,30.6286636364
1,1.55287,4.48885,-0.09719,0.158739,0.20869,30.9957142857
1,1.50345,3.20768,-1.31822,0.167228,0.21488,30.8633000000
6,4.67605,-0.90715,-1.47438,-0.233465,-0.23360,145.4672000000
1,4.712,-1.99003,-1.65351,0.123182,0.19919,29.0619000000
6,5.92612,-0.54034,-0.67098,-0.414916,-0.58924,156.8861000000
1,5.92484,-1.03921,0.30461,0.149146,0.21058,30.6286636364
1,5.99691,0.53838,-0.49357,0.138010,0.19977,30.6286636364
1,6.83132,-0.84989,-1.20449,0.142001,0.20431,30.6286636364
6,4.69162,-0.23084,-2.84797,-0.419455,-0.59018,159.5259000000
1,4.7248,0.86114,-2.76851,0.138379,0.19964,30.6286636364
1,3.79904,-0.49688,-3.42517,0.153235,0.21262,30.6286636364
1,5.56894,-0.54786,-3.42224,0.141702,0.20431,30.6286636364
6,0.62164,-2.5767,1.00616,-0.352439,-0.25022,150.7167000000
1,-0.36594,-2.25956,1.34808,0.173357,0.21603,29.4571000000
6,1.34405,-3.16224,2.22453,-0.399083,-0.58651,157.5629000000
1,0.76334,-3.98294,2.65936,0.144295,0.20419,31.1296571429
1,1.4844,-2.40351,3.00218,0.139997,0.20841,30.9957142857
1,2.33265,-3.55471,1.96153,0.144139,0.20100,31.1296571429
6,0.38176,-3.66947,-0.04435,-0.472671,-0.60050,160.4021000000
1,-0.29941,-4.43199,0.34954,0.160500,0.20551,30.9957142857
1,1.30426,-4.18457,-0.33104,0.149207,0.19992,30.4814333333
1,-0.0668,-3.25232,-0.95202,0.169821,0.21837,30.3406000000
6,-2.38793,1.49355,-1.6549,0.026220,-0.31645,147.8342000000
6,-2.8148,1.20977,-3.10828,-0.494903,-0.60546,152.2141000000
6,-1.11346,2.35994,-1.74726,-0.541937,-0.60970,147.1646000000
1,-2.0798,0.5912,-3.63713,0.182087,0.21769,30.6286636364
1,-0.27763,1.81503,-2.20215,0.185375,0.22279,30.9957142857
1,-3.78316,0.70814,-3.16895,0.146596,0.20163,30.6286636364
1,-0.80339,2.70551,-0.75795,0.166794,0.20802,31.3065000000
6,-3.33543,-1.3205,-0.82558,-0.050388,-0.31743,149.5640000000
6,-3.20581,-2.11954,-2.14832,-0.438949,-0.60325,146.3834000000
6,-4.75711,-0.75427,-0.75624,-0.478285,-0.60667,153.0531000000
1,-3.35331,-1.49443,-3.03317,0.160445,0.20803,30.4814333333
1,-4.99809,-0.11681,-1.60921,0.148520,0.20331,30.2680000000
1,-2.2217,-2.59481,-2.24239,0.167284,0.21802,30.4814333333
1,-4.94317,-0.18813,0.15842,0.159939,0.20093,30.1001000000
1,-2.91876,2.1423,-3.67693,0.156795,0.20982,31.1296571429
1,-1.28414,3.25828,-2.3532,0.165399,0.20876,31.4285500000
1,-5.49788,-1.56422,-0.77187,0.155270,0.20544,30.9957142857
1,-3.95554,-2.91883,-2.19895,0.149698,0.20401,31.1296571429
6,-3.20293,-2.35878,0.31096,-0.470833,-0.60524,150.7167000000
1,-3.3088,-1.91248,1.30396,0.178681,0.21388,31.1296571429
1,-2.24555,-2.88102,0.27474,0.139563,0.21361,30.9957142857
1,-3.98062,-3.12892,0.23165,0.160327,0.20883,31.4285500000
6,-3.45783,2.35695,-0.97293,-0.497280,-0.61618,157.1763000000
1,-3.13307,2.71635,0.0088,0.173039,0.21222,30.6286636364
1,-4.40949,1.84257,-0.83958,0.167305,0.20690,30.0436000000
1,-3.67068,3.25169,-1.57169,0.151573,0.20497,31.1296571429
1,3.14282,-3.61722,-0.45426,0.157996,0.21981,24.4915000000
6,2.3119,-2.93954,-0.29945,-0.268542,-0.28983,62.1238000000
6,0.11653,-1.21433,0.05696,-0.010682,-0.03047,15.9711000000
6,2.4918,-1.55974,-0.34487,0.255401,0.27345,7.0337000000
6,1.0536,-3.47203,-0.02615,-0.231649,-0.26639,56.6441000000
6,-0.02963,-2.62191,0.16168,0.196503,0.26219,11.6350000000
6,1.41139,-0.66087,-0.1418,-0.168370,-0.33575,30.5042000000
1,0.94012,-4.54787,0.03518,0.159443,0.22066,24.3690000000
15,1.60909,1.20884,0.07339,0.108514,0.79306,247.4619000000
6,-1.16347,-0.40804,0.14287,0.196872,-0.04679,26.7888000000
6,-3.61089,1.02335,0.29743,0.090191,0.00437,10.7433000000
6,-1.62234,0.09469,1.38147,0.216311,0.03788,10.6179000000
6,-1.97667,-0.25063,-1.01255,0.092815,0.02688,11.9821000000
6,-3.16933,0.47316,-0.90763,-0.256724,-0.23438,43.8625000000
6,-2.82676,0.80594,1.42839,-0.199757,-0.22373,40.6616000000
1,-3.78058,0.60074,-1.79656,0.189501,0.20294,23.9253000000
1,-3.17054,1.19968,2.38195,0.160102,0.20201,23.9902000000
6,-0.88742,-0.17505,2.69198,-0.354720,-0.24453,149.2328000000
1,0.11513,-0.53436,2.44238,0.155968,0.21294,29.3386000000
6,-0.72733,1.08061,3.56764,-0.469740,-0.59977,160.4493000000
1,-1.68652,1.41336,3.98134,0.149517,0.19916,30.4037000000
1,-0.30174,1.91122,2.99672,0.165397,0.21732,30.2558000000
1,-0.06642,0.87018,4.41737,0.160215,0.20586,30.8838000000
6,-1.58841,-1.29675,3.48684,-0.400493,-0.59083,156.5011000000
1,-1.68093,-2.2048,2.88436,0.144154,0.21718,30.5977153846
1,-2.59729,-0.98871,3.78775,0.142356,0.19956,31.1245833333
1,-1.02475,-1.53639,4.3975,0.141011,0.20129,31.0168000000
6,-4.90657,1.81886,0.38512,-0.232593,-0.22933,145.1919000000
1,-5.03117,2.11609,1.43564,0.122432,0.19775,29.0936000000
6,-6.1332,0.97147,-0.00155,-0.417440,-0.59119,156.6524000000
1,-6.20444,0.07251,0.62057,0.149514,0.21103,30.5977153846
1,-6.08075,0.64909,-1.0483,0.137509,0.19944,30.5977153846
1,-7.05801,1.54807,0.12255,0.141057,0.20400,30.5977153846
6,-4.84116,3.10978,-0.45311,-0.416802,-0.59102,158.7430000000
1,-4.72957,2.88457,-1.5205,0.139606,0.20027,30.5977153846
1,-3.9908,3.7321,-0.15383,0.151378,0.21239,30.5977153846
1,-5.75794,3.69939,-0.33039,0.139976,0.20343,30.5977153846
6,-1.65558,-0.91154,-2.35779,-0.315947,-0.24285,148.2425000000
1,-0.58641,-1.14889,-2.37234,0.167600,0.21208,29.8622000000
6,-1.95779,-0.02521,-3.58304,-0.452390,-0.59715,159.3803000000
1,-1.53806,-0.48478,-4.4859,0.156868,0.20802,31.0168000000
1,-1.54019,0.97982,-3.4872,0.169006,0.21450,30.8838000000
1,-3.03656,0.07504,-3.75028,0.141350,0.19732,30.5977153846
6,-2.42606,-2.24152,-2.51507,-0.393436,-0.59097,156.0338000000
1,-2.14751,-2.73691,-3.45387,0.141947,0.20070,31.1245833333
1,-3.50675,-2.05482,-2.54192,0.144406,0.19968,31.3397000000
1,-2.22627,-2.92136,-1.68559,0.139867,0.21821,30.5977153846
8,3.72425,-1.00283,-0.56949,-0.307213,-0.49571,218.8936000000
8,-1.29094,-3.07692,0.46592,-0.293499,-0.48458,226.4327000000
6,4.82376,-1.85726,-0.8318,-0.310703,-0.25346,130.4548000000
1,5.67738,-1.19968,-1.00746,0.159768,0.19758,27.7870000000
1,4.65288,-2.47346,-1.72431,0.161076,0.17529,28.2587000000
1,5.04373,-2.51214,0.02192,0.158805,0.17309,28.2587000000
6,-1.47688,-4.47074,0.64509,-0.361021,-0.25468,129.7617000000
1,-0.84397,-4.86228,1.45278,0.164732,0.17315,28.5363500000
1,-1.27169,-5.03105,-0.27731,0.164543,0.17063,28.5363500000
1,-2.52685,-4.59756,0.91506,0.168667,0.20063,28.2587000000
6,2.08371,1.94294,-1.64741,0.003964,-0.27724,139.9528000000
6,2.25013,3.46586,-1.45322,-0.490894,-0.61611,152.1379000000
6,0.8388,1.71699,-2.52381,-0.555530,-0.62247,147.8955000000
1,3.1588,3.72312,-0.90127,0.148397,0.20331,30.5977153846
1,0.69985,0.65523,-2.74355,0.173006,0.21012,31.0168000000
6,3.07737,1.50552,1.32593,-0.042337,-0.26492,141.1845000000
6,3.08166,0.37621,2.37353,-0.460471,-0.61178,153.5456000000
6,2.69011,2.81888,2.0506,-0.431695,-0.61243,146.2978000000
1,2.09068,0.21327,2.80858,0.143253,0.20941,31.1245833333
1,1.71852,2.73722,2.54576,0.152026,0.21431,30.5977153846
1,3.43218,-0.56981,1.95448,0.168416,0.21321,31.1245833333
1,2.6436,3.67219,1.36636,0.160964,0.20791,30.5977153846
6,4.50698,1.67836,0.78167,-0.433735,-0.61696,152.8385000000
1,4.59482,2.53951,0.113,0.143105,0.20072,30.2558000000
1,4.852,0.7915,0.25225,0.135726,0.22018,29.6669000000
1,3.75782,0.64912,3.19591,0.151965,0.20470,31.4703500000
1,3.44332,3.05107,2.81653,0.145753,0.20136,31.2336333333
1,5.18901,1.85937,1.62535,0.148733,0.20041,31.1245833333
6,3.29855,1.3825,-2.40642,-0.434932,-0.60960,152.9532000000
1,3.17975,0.31776,-2.61981,0.153633,0.21382,30.5977153846
1,4.23586,1.51405,-1.864,0.152823,0.20980,30.0028000000
1,3.39272,1.90924,-3.3678,0.144875,0.19760,31.2336333333
1,1.39484,3.90148,-0.92442,0.178470,0.21675,30.7681000000
1,-0.07175,2.08903,-2.04347,0.188492,0.22132,31.1245833333
1,2.31828,3.95191,-2.4361,0.152596,0.20732,31.2336333333
1,0.95972,2.24079,-3.48237,0.162746,0.20689,31.4703500000
6,-3.76184,-0.56395,-1.36442,-0.357839,-0.40735,147.7467500000
1,-4.15561,-0.24075,-2.33759,0.141238,0.18696,29.7447400000
1,-4.22637,-1.53112,-1.11001,0.138613,0.17468,29.9152000000
7,-2.3063,-0.65124,-1.42644,-0.213977,-0.79812,206.8105000000
15,-1.4698,-0.26305,0.01426,0.564673,2.35702,275.6503000000
7,-1.83592,1.15069,0.59349,-0.539697,-1.17470,179.9340000000
1,-4.05621,0.16868,-0.61043,0.170488,0.22312,28.7743333333
6,-1.83381,-1.58151,-2.44079,-0.384639,-0.40102,142.7730000000
1,-2.17404,-1.25184,-3.43325,0.148418,0.18486,29.3854333333
1,-2.21914,-2.60516,-2.286,0.144435,0.16713,29.3211000000
1,-0.74446,-1.61314,-2.4354,0.160912,0.22278,27.9876000000
7,-1.99563,-1.38286,1.1921,-0.178589,-0.78981,207.6884000000
6,-2.28142,-0.95844,2.55535,-0.366690,-0.40221,144.6056000000
1,-2.59217,0.08563,2.54184,0.184280,0.24735,27.5733000000
1,-1.40538,-1.06028,3.22135,0.114630,0.15808,29.7447400000
1,-3.08738,-1.57932,2.97175,0.137626,0.18089,29.7447400000
6,-1.5402,-2.75953,1.08612,-0.362853,-0.39687,146.7907000000
1,-1.46019,-3.06012,0.03854,0.151438,0.20112,29.3211000000
1,-2.26846,-3.42278,1.57149,0.146618,0.19123,29.7447400000
1,-0.55755,-2.92578,1.56107,0.137934,0.17217,29.7447400000
6,-1.89412,2.35869,-0.20883,-0.201464,-0.20718,143.9945000000
1,-2.26185,2.17328,-1.23425,0.129551,0.16100,28.9417000000
1,-0.89465,2.81724,-0.33283,0.106693,0.15137,29.0841000000
6,-2.8069,3.39446,0.45475,-0.369332,-0.59304,161.0875000000
1,-3.82814,3.00603,0.54272,0.124538,0.19807,30.8734000000
1,-2.83747,4.32822,-0.12215,0.115612,0.19134,30.9921000000
1,-2.45255,3.62349,1.46659,0.124699,0.19769,30.7767000000
15,1.47139,-0.03427,-0.07436,0.605167,2.39819,263.9010000000
7,0.07847,-0.67658,-0.40924,-0.585219,-1.55270,167.5895000000
7,1.82615,0.65986,1.42668,-0.217619,-0.80237,213.3255000000
7,2.61043,-1.29034,-0.13643,-0.213751,-0.79843,205.8598000000
7,1.82685,1.2419,-1.12838,-0.191493,-0.80787,205.2868000000
6,1.86712,-0.21964,2.60068,-0.376495,-0.40855,147.9186000000
1,2.53028,0.22232,3.35475,0.158389,0.19359,29.7447400000
1,2.25359,-1.2013,2.32475,0.167887,0.21801,29.0309000000
1,0.87177,-0.34475,3.05089,0.158482,0.19031,29.3854333333
6,1.27107,1.9822,1.76038,-0.396423,-0.41660,147.7467500000
1,0.22406,1.90862,2.08025,0.193445,0.22112,28.3389000000
1,1.31528,2.64107,0.89352,0.167051,0.21293,29.0841000000
1,1.87573,2.41894,2.56476,0.151951,0.18974,29.7447400000
6,3.08143,1.98722,-1.08214,-0.410566,-0.40739,146.0146000000
1,2.8851,3.04946,-1.28143,0.168070,0.19581,29.5116500000
1,3.79978,1.63214,-1.83756,0.159935,0.18308,29.3854333333
1,3.54105,1.90705,-0.09638,0.179011,0.21452,28.7743333333
6,1.12454,1.37557,-2.40295,-0.368422,-0.40197,145.2217000000
1,0.1692,0.85409,-2.36262,0.175312,0.23457,28.0624000000
1,1.71757,0.97338,-3.23977,0.148375,0.17553,29.5998000000
1,0.93285,2.43787,-2.60238,0.156774,0.19228,29.7447400000
6,4.03632,-1.02363,0.02846,-0.394239,-0.40863,147.0113000000
1,4.19119,-0.18344,0.70706,0.173798,0.21398,28.7743333333
1,4.53924,-0.80606,-0.92753,0.160036,0.18016,29.5116500000
1,4.51927,-1.90702,0.46576,0.161386,0.19694,29.7447400000
6,2.33673,-2.48996,-0.92435,-0.356245,-0.40160,146.0849000000
1,1.26299,-2.66904,-0.95207,0.169274,0.23635,27.9090000000
1,2.83225,-3.34919,-0.45361,0.142751,0.18877,29.7447400000
1,2.71463,-2.40567,-1.9564,0.146064,0.17366,29.5998000000
8,-0.68589,-2.9284,-0.48019,-0.197324,-0.32693,-83.7262000000
7,-1.83683,-3.67122,-0.86626,-0.157900,-0.15431,-190.7778000000
6,-2.8424,-2.92409,-0.47682,-0.078591,-0.01071,10.2049000000
6,-2.44953,-1.72066,0.15891,-0.252609,-0.46190,93.9396000000
6,-1.07442,-1.78375,0.12066,0.354978,0.51268,-8.6658000000
1,-3.0727,-0.9331,0.54815,0.163196,0.24568,27.0481000000
1,-3.84884,-3.28082,-0.66328,0.149633,0.21802,23.3708000000
7,-0.08722,-0.92053,0.52811,-0.159934,-0.42192,150.8506000000
6,-0.50363,0.23451,1.32833,-0.376225,-0.22868,127.3264000000
1,0.42025,0.69331,1.69699,0.197690,0.22538,27.5345000000
1,-1.0725,-0.09603,2.21238,0.189795,0.19233,27.7342000000
6,1.25751,-1.45877,0.80541,-0.414257,-0.22913,125.6253000000
1,1.3731,-1.64342,1.88459,0.183614,0.18768,28.0141000000
1,1.32695,-2.4264,0.30617,0.219836,0.24571,26.0590000000
6,-1.30306,1.28333,0.57314,0.126663,-0.03959,21.4648000000
6,-2.73034,3.31248,-0.74542,-0.156171,-0.21367,35.8147000000
6,-2.40135,1.8967,1.18591,-0.227652,-0.21610,35.1196000000
6,-0.9259,1.69813,-0.70993,-0.150594,-0.20254,33.8797000000
6,-1.6359,2.70371,-1.36478,-0.141500,-0.19842,33.8797000000
6,-3.11113,2.90722,0.53378,-0.128633,-0.20511,36.4416000000
1,-2.70461,1.58141,2.18249,0.151126,0.21080,23.8503200000
1,-0.07577,1.2259,-1.1932,0.158915,0.22259,23.8503200000
1,-1.3341,3.01342,-2.36195,0.144737,0.21526,23.8503200000
1,-3.96317,3.37123,1.02359,0.145228,0.21519,23.8503200000
1,-3.28322,4.09479,-1.25841,0.145086,0.21546,23.8503200000
6,2.36578,-0.54589,0.31986,0.187971,-0.04439,21.8058000000
6,4.4413,1.1101,-0.59822,-0.151942,-0.20995,34.8532000000
6,3.27986,0.01453,1.2172,-0.197670,-0.21131,32.6217000000
6,2.50457,-0.26872,-1.04816,-0.245635,-0.20425,31.1321000000
6,3.53319,0.5532,-1.50419,-0.120454,-0.20251,33.6067000000
6,4.31389,0.83826,0.76308,-0.134390,-0.20547,34.1058000000
1,3.18614,-0.19891,2.28005,0.151391,0.21138,23.7363000000
1,1.80223,-0.70657,-1.75348,0.180107,0.21980,23.0687000000
1,3.63182,0.75601,-2.56735,0.148641,0.21651,23.3708000000
1,5.01549,1.26645,1.47398,0.146019,0.21617,23.5792500000
1,5.24363,1.75036,-0.95472,0.146852,0.21624,23.5792500000
8,0.96503,-3.69527,-0.95763,-0.157430,-0.28063,-70.6061000000
7,0.02332,-2.8896,-0.28616,-0.240960,-0.23685,-151.3442000000
6,0.72722,-1.89365,0.24106,0.314039,0.33174,-3.5858000000
6,2.1236,-2.00992,-0.07896,-0.273680,-0.40824,75.7870000000
6,2.18019,-3.14708,-0.81558,0.015558,0.16187,4.1917000000
1,2.9298,-1.34401,0.1832,0.163275,0.24621,26.0939000000
1,2.99475,-3.67499,-1.29243,0.164132,0.20973,23.4555000000
7,0.12719,-0.9138,0.99264,-0.124566,-0.41566,168.1863000000
6,0.93535,0.14073,1.58988,-0.378457,-0.22009,124.2347000000
1,1.72845,-0.29437,2.21852,0.195558,0.19347,27.1447000000
1,0.27258,0.68621,2.27109,0.180268,0.21873,27.3405000000
6,-1.27794,-1.07194,1.39339,-0.495253,-0.22597,122.9937000000
1,-1.52362,-2.13202,1.28627,0.224537,0.24227,25.9408000000
1,-1.35945,-0.82202,2.45859,0.200026,0.19379,28.0580000000
6,-2.25658,-0.22657,0.59731,0.157142,-0.04279,18.3610000000
6,-4.05244,1.34545,-0.88603,-0.151131,-0.21414,34.5357000000
6,-2.88615,0.87903,1.17904,-0.169279,-0.21248,33.5005000000
6,-2.54248,-0.54254,-0.74036,-0.197383,-0.20987,29.8787000000
6,-3.43161,0.24019,-1.47584,-0.133553,-0.20467,33.0384000000
6,-3.77974,1.6625,0.44426,-0.142294,-0.20784,36.3762000000
1,-2.68109,1.12762,2.21863,0.143507,0.20803,23.8280333333
1,-2.06507,-1.40768,-1.19297,0.197676,0.23467,22.6561000000
1,-3.6474,-0.0168,-2.50977,0.146770,0.21535,23.4555000000
1,-4.26104,2.51744,0.91207,0.142647,0.21438,23.8280333333
1,-4.74772,1.95194,-1.46047,0.143999,0.21438,23.5354000000
6,1.56542,1.13211,0.61903,0.090007,-0.04296,20.6824000000
6,2.72885,3.04437,-1.07974,-0.153032,-0.21613,35.2056000000
6,2.81285,1.69146,0.92131,-0.214043,-0.21975,36.9208000000
6,0.90774,1.53749,-0.5483,-0.122505,-0.20785,35.8060000000
6,1.48716,2.48629,-1.3913,-0.158467,-0.19729,33.1687000000
6,3.39165,2.6445,0.08131,-0.137359,-0.20519,34.2424000000
1,3.3366,1.37911,1.8233,0.146825,0.20923,23.8280333333
1,-0.05533,1.10279,-0.79854,0.189628,0.22952,24.6884000000
1,0.96624,2.78965,-2.29573,0.145417,0.21575,24.0570000000
1,4.36153,3.0671,0.33071,0.144268,0.21438,23.6094000000
1,3.17852,3.7815,-1.73963,0.144113,0.21486,23.7407000000
1,-0.32183,-2.85517,0.21157,0.140236,0.19912,29.0575500000
6,-0.64635,-1.90333,-0.22764,-0.201000,-0.19630,131.5316000000
6,-2.3437,-0.10269,-0.19237,-0.191055,-0.20070,132.9544000000
6,0.05696,0.47776,0.02019,0.301841,0.59099,17.4132000000
7,-1.28882,0.82755,0.18953,-0.178994,-0.43674,172.6548000000
7,0.35155,-0.8943,0.10765,-0.181428,-0.45802,166.4475000000
6,-2.0151,-1.50416,0.3033,-0.282429,-0.40850,159.1967500000
1,-2.49897,-0.11744,-1.28818,0.139656,0.16628,28.9345333333
1,-2.00391,-1.51146,1.39908,0.146101,0.21154,29.6876000000
1,-0.70142,-2.06088,-1.3215,0.143337,0.16744,28.9345333333
1,-3.28011,0.25121,0.25383,0.142385,0.20147,28.9345333333
1,-2.77403,-2.21761,-0.03723,0.144199,0.21389,30.2543000000
6,1.72533,-1.28818,-0.19396,-0.211670,-0.19906,132.4231000000
1,1.87947,-1.38781,-1.28399,0.147412,0.16970,28.8413000000
