,x
478,89.32288292
479,89.21674959
480,9.910073167
481,33.09515946
482,39.91592357
483,0.297246729
484,43.42467948
485,45.27500965
486,0.858974836
487,68.84924903
488,64.60847653
489,63.8547365
490,76.33612431
491,73.13965753
492,4.497312079
493,40.87667176
494,40.31664678
495,24.27358667
496,42.64405348
497,47.5989822
498,0.345789289
499,40.97949244
500,43.26194293
501,1.497954505
502,68.06627781
503,74.75498754
504,70.28309787
505,80.52782377
506,85.26909551
507,21.94834142
508,72.58738213
509,77.03264152
510,23.09132333
511,47.555818
512,46.76206263
513,0.605197064
514,47.14534203
515,45.98211557
516,79.73976585
517,80.78664078
518,84.69021766
519,91.05627032
520,98.17713445
521,23.84150703
522,86.41285544
523,87.55418753
524,5.328990286
525,35.45025708
526,41.3324865
527,0.843582648
528,51.8998046
529,57.85145251
530,5.746329101
531,79.76430493
532,71.75951053
533,66.51488049
534,73.25828596
535,76.19293385
536,17.91828542
537,57.18359642
538,68.68894553
539,25.1420837
540,40.99109313
541,45.96047749
542,1.429258981
543,39.81522
544,43.94267867
545,3.976960117
546,67.27749777
547,78.369266
548,47.69925782
549,57.79971875
550,65.34587527
551,38.45991818
552,78.01722823
553,79.09053669
554,30.8246927
555,53.49467932
556,53.92524684
557,2.85091101
558,53.40370338
559,54.61432374
560,9.491590168
561,85.17057946
562,81.4856934
563,85.59541842
564,90.35242497
565,88.9275364
566,50.81603251
567,93.50991268
568,96.92264627
569,6.575127297
570,8.742546332
571,9.935132826
572,1.705289038
573,12.29594301
574,16.85702349
575,3.595206135
576,19.90273024
577,25.2527032
578,16.1585109
579,20.64357371
580,24.16256349
581,7.938107708
582,13.6465536
583,14.36737015
584,3.956885702
585,22.516172
586,39.74593472
587,15.82179421
588,40.1396941
589,0.57693322
590,29.29795514
591,73.73993868
592,24.60602271
593,39.09372544
594,65.38933316
595,2.344713425
596,48.30710262
597,72.94185386
598,10.00188169
599,37.52076416
600,52.58811564
601,0.862838268
602,34.28507945
603,53.14523882
604,2.173414859
605,59.96800012
606,80.9780499
607,68.0065648
608,84.91024962
609,95.07020116
610,15.22347574
611,86.41541039
612,92.13068227
613,2.038853369
614,28.76096277
615,44.56045142
616,0.380918213
617,44.68712072
618,52.78848387
619,1.112658983
620,67.02083729
621,72.46627889
622,55.08984272
623,63.25759385
624,66.28326385
625,6.141106311
626,54.56358173
627,63.22469221
628,2.256359852
629,32.38635793
630,44.44197306
631,21.71222946
632,43.86426544
633,39.83155733
634,78.71189796
635,34.68494953
636,51.68395023
637,69.94718927
638,1.517636561
639,65.78374618
640,79.37053051
641,2.510510682
642,36.61548208
643,52.67302388
644,32.99753143
645,57.53990104
646,0.544984175
647,57.85208433
648,85.89473594
649,67.67136056
650,95.55515456
651,99.03446213
652,2.310618854
653,86.53541708
654,94.50096737
655,7.7649642
656,31.45776364
657,39.80414391
658,0.230274449
659,47.71300168
660,54.76985941
661,0.737631078
662,74.13888356
663,71.26504827
664,64.02888238
665,74.63930208
666,76.16070518
667,5.908085833
668,52.86647451
669,56.03413013
670,12.72121896
671,41.67771463
672,43.87448476
673,0.316193405
674,40.29418927
675,45.40015878
676,0.778234105
677,65.05218409
678,78.61961971
679,45.30738516
680,56.65401799
681,68.60611463
682,12.48635948
683,69.81626316
684,75.30179851
685,14.49254361
686,52.13571621
687,48.86581696
688,0.364667905
689,55.18037009
690,55.01223205
691,1.087256852
692,81.22830675
693,80.71099803
694,86.20017514
695,84.17796028
696,95.67591323
697,14.50083816
698,91.52862329
699,92.65898323
700,12.6512469
701,13.83708642
702,15.0343232
703,1.856863727
704,4.344676685
705,5.971176669
706,8.323184663
707,13.24692026
708,15.01178808
709,12.98584411
710,17.08756486
711,19.42152909
712,61.68885211
713,64.52902546
714,64.66756982
715,14.26895253
716,24.93013825
717,38.55067304
718,1.224185961
719,2.633257106
720,1.932595354
721,8.432863834
722,11.40684881
723,16.82928554
724,35.53815083
725,41.96438983
726,2.917168593
727,7.768371677
728,14.74148388
729,21.50977994
730,20.96272395
731,26.67806508
732,3.941726457
733,7.774794319
734,2.331533569
735,15.28777504
736,23.43579167
737,15.69796379
738,27.33482675
739,34.44632451
740,9.061926079
741,20.11332693
742,25.93974836
743,2.968869757
744,2.391870808
745,20.86747592
746,2.064063489
747,11.1309805
748,14.36693621
749,9.085602443
750,51.71538404
751,53.23936389
752,10.59565991
753,12.24156469
754,12.7214048
755,20.53476821
756,16.03639807
757,19.29401032
758,24.42152468
759,35.72058232
760,34.68866542
761,1.299881507
762,17.26980964
763,28.37187434
764,5.370036774
765,37.71186321
766,36.02889558
767,32.92776022
768,59.55262648
769,57.6053748
770,18.46342998
771,36.80966237
772,44.33084711
773,26.52646529
774,40.07198822
775,44.04700483
776,0.844427684
777,10.60791195
778,19.44976087
779,4.67315366
780,33.71090461
781,58.95423439
782,32.36907857
783,58.30938102
784,63.62909921
785,15.1458408
786,31.9937252
787,53.36463944
788,5.928429551
789,9.302544665
790,34.88077285
791,0.47110416
792,28.77482765
793,35.21497708
794,4.111488109
795,64.27233548
796,65.69456697
797,14.11480355
798,17.56349703
799,15.1215994
800,12.74466628
801,14.21418921
802,16.84841979
803,19.58685815
804,43.74297776
805,41.13226409
806,0.43718104
807,23.41191123
808,34.22871308
809,2.005732083
810,50.97511306
811,50.54514481
812,39.19022489
813,59.13712916
814,63.46127974
815,14.56258268
816,42.70687587
817,51.1783537
818,20.79893886
819,44.03844861
820,47.42870408
821,0.389738186
822,14.82994008
823,27.38026406
824,1.922791563
825,42.32124218
826,66.26745697
827,38.26811211
828,65.27849508
829,69.51698512
830,11.65114169
831,35.81675951
832,49.09682213
833,7.529872142
834,6.207239873
835,6.570809399
836,1.437204695
837,3.173409432
838,3.841376565
839,5.555292598
840,8.265401421
841,7.74418158
842,8.325690944
843,11.6286041
844,12.26145138
845,0.90886504
846,2.861266724
847,1.750205496
848,2.483549677
849,3.276927676
850,19.54000931
851,22.73241339
852,23.80061603
853,0.323932677
854,0.797104719
855,1.464547888
856,0.640485616
857,2.151156432
858,4.021363225
859,20.0815606
860,23.27699716
861,24.54431776
862,14.56538038
863,18.74350865
864,19.60839775
865,2.060581853
866,16.39030586
867,19.65840226
868,6.853480142
869,26.75645727
870,27.04861196
871,31.29909936
872,35.2030282
873,40.08669181
874,68.76495224
875,74.00970333
876,70.58038327
877,12.56300254
878,47.02427089
879,48.56121582
880,0.529819216
881,47.2768797
882,55.19349187
883,73.2728017
884,77.78682066
885,69.39495874
886,84.60201966
887,85.14015258
888,12.48383732
889,78.00495066
890,83.73721982
891,26.05284451
892,53.83922891
893,52.3137348
894,3.500057239
895,49.39865649
896,56.13504943
897,16.2490011
898,79.87241595
899,81.15116736
900,88.44637346
901,93.09950718
902,100
903,36.89391539
904,94.34623373
905,93.02887198
906,34.28672739
907,51.07128287
908,44.71241275
909,1.112505085
910,50.90618574
911,54.23706048
912,4.695061055
913,83.3036144
914,70.00785114
915,52.85443039
916,72.15476775
917,73.13874552
918,18.412337
919,1.57607478
920,1.834161249
921,39.94694428
922,54.22375463
923,50.12467654
924,1.102452884
925,45.39654665
926,51.57354724
927,77.85802389
928,80.13587028
929,80.58863006
930,86.2541164
931,91.93340238
932,49.30997149
933,86.10507439
934,88.16754027
935,45.04099086
936,52.01896484
937,50.27132659
938,1.402918235
939,50.57898439
940,51.23480839
941,6.591475121
942,83.09647392
943,79.26160687
944,86.19439925
945,91.26694463
946,95.38648822
947,63.26443611
948,94.87994774
949,93.42111456
950,31.76101887
951,47.94242943
952,42.81292825
953,0.39886034
954,45.57576479
955,49.32093179
956,3.622466468
957,75.31115449
958,67.19184926
959,54.63079808
960,63.14714159
961,63.83709974
962,20.39347896
963,34.30918762
964,52.55061961
965,52.37811419
966,0.695297498
967,43.182647
968,52.5635645
969,3.012114112
970,80.58281911
971,81.02094948
972,76.63515592
973,88.44485055
974,90.22793001
975,30.758172
976,85.68357471
977,86.971127
978,34.96627405
979,0.97555089
980,44.07099157
981,48.93807733
982,3.893641215
983,79.05542624
984,79.63886176
985,86.00345438
986,92.13719474
987,91.51096876
988,30.83522639
989,92.72370704
990,92.25602815
991,10.83765987
992,12.50803772
993,12.73955434
994,2.394993092
995,11.43188302
996,12.30347995
997,6.790590461
998,20.80036721
999,21.68053196
1000,17.93331506
1001,19.21909567
1002,20.19717377
1003,0.790615186
1004,2.526419198
1005,3.157273626
1006,2.851219855
1007,6.027659819
1008,0.560055079
1009,7.355604
1010,12.61728598
1011,11.74526924
1012,16.42931186
1013,21.0553345
1014,25.49533974
1015,27.0324058
1016,20.40750029
1017,35.11112268
1018,41.66896399
1019,0.786304198
1020,13.26476777
1021,21.13166214
1022,5.300523111
1023,36.10138622
1024,51.5197813
1025,81.90690038
1026,90.04314921
1027,93.69058626
1028,37.68845114
1029,63.38036462
1030,63.36872862
1031,9.322132163
1032,13.23389373
1033,12.65611523
1034,0.862512473
1035,11.12595571
1036,11.33541199
1037,3.848767902
1038,26.55673667
1039,25.42117806
1040,23.70056273
1041,25.95507424
1042,35.80276164
1043,66.85191048
1044,70.56509529
1045,66.6354412
1046,3.468901589
1047,31.17955703
1048,44.26289513
1049,11.31352123
1050,33.79435982
1051,36.54381967
1052,78.50560016
1053,32.19059222
1054,55.46040564
1055,81.63511603
1056,4.546243303
1057,60.54913452
1058,71.15077458
1059,22.42347536
1060,41.46468331
1061,54.24578847
1062,1.581660756
1063,20.76458994
1064,36.05750203
1065,7.805738503
1066,52.90774845
1067,83.29437838
1068,50.80872036
1069,71.49385038
1070,99.99999
1071,29.94942755
1072,80.02767877
1073,88.40427326
1074,7.021683633
1075,32.41068171
1076,34.60429695
1077,0.51807887
1078,38.44240466
1079,50.89816476
1080,5.429390182
1081,70.22907456
1082,73.4448659
1083,68.99091328
1084,87.93113193
1085,89.46707858
1086,6.160292213
1087,4.80921591
1088,4.592618792
1089,25.85124884
1090,48.4805474
1091,47.29404915
1092,0.682447226
1093,40.82349272
1094,45.50089871
1095,2.461539411
1096,73.58359974
1097,79.18190676
1098,78.17281005
1099,84.44355873
1100,91.20970452
1101,40.48243437
1102,78.37132703
1103,23.89038147
1104,46.79588748
1105,46.14092963
1106,0.81239337
1107,34.83452753
1108,44.26066466
1109,9.034825048
1110,74.23566846
1111,78.10978605
1112,86.12188158
1113,87.95919128
1114,92.35381549
1115,42.37662469
1116,89.5866498
1117,88.35188783
1118,1.039364305
1119,23.78240992
1120,28.58196621
1121,44.72607544
1122,37.40734019
1123,7.259312325
1124,68.29340203
1125,71.5462211
1126,69.08248124
1127,88.30829539
1128,92.90401218
1129,1.691952122
1130,0.955483806
1131,0.597977578
1132,13.50296194
1133,48.49744103
1134,50.86308576
1135,47.57684436
1136,54.42113597
1137,77.66498135
1138,81.47790375
1139,63.40623793
1140,77.4707991
1141,90.37135809
1142,13.89042777
1143,81.62368897
1144,83.33821324
1145,18.21528105
1146,49.51819322
1147,47.67937659
1148,0.354218547
1149,48.43208177
1150,43.57558027
1151,4.228381568
1152,79.45834404
1153,79.06108402
1154,87.76406197
1155,93.03255731
1156,98.84920594
1157,14.59032311
1158,93.74857618
1159,93.10117477
1160,3.63508139
1161,8.251812755
1162,8.371090186
1163,0.464178524
1164,9.793873198
1165,10.66750923
1166,6.254328913
1167,12.75985148
1168,19.90817203
1169,22.79957962
1170,21.49557132
1171,22.11361026
1172,0.666561482
1173,0.805677293
1174,0.643748157
1175,1.179429435
1176,3.045995181
1177,2.746121216
1178,3.990503358
1179,20.46026555
1180,21.99352991
1181,24.09811757
1182,7.811035954
1183,12.91242154
1184,14.75254468
1185,0.447009792
1186,6.245379727
1187,10.13869105
1188,7.023455372
1189,21.60951607
1190,30.16538696
1191,58.61425338
1192,71.25057447
1193,87.4496615
1194,29.44102359
1195,39.52795027
1196,43.52746752
1197,9.062775444
1198,13.5242012
1199,13.8481868
1200,1.858564029
1201,13.88581248
1202,16.72117045
1203,6.264897465
1204,23.31600153
1205,26.3918508
1206,19.27582448
1207,20.15990301
1208,27.24737039
1209,68.47251074
1210,71.41375314
1211,68.57486471
1212,3.309805744
1213,19.84794125
1214,35.66483427
1215,15.1448727
1216,47.46105675
1217,0.620480408
1218,27.30055458
1219,67.48065191
1220,17.3168226
1221,16.25514799
1222,50.42857568
1223,4.713893798
1224,45.27091516
1225,58.943816
1226,20.59737033
1227,33.22033214
1228,48.38997285
1229,2.018550488
1230,28.52881836
1231,49.32388819
1232,7.120028255
1233,49.40490981
1234,74.16554821
1235,44.47903411
1236,59.28097568
1237,81.51017538
1238,28.30443344
1239,68.89095082
1240,84.40270662
1241,5.298717423
1242,41.59326244
1243,44.78270058
1244,1.262424529
1245,53.17975334
1246,54.63240731
1247,4.246823607
1248,82.46360414
1249,79.07623711
1250,74.61155282
1251,83.37705512
1252,91.37329051
1253,9.147761663
1254,1.707595349
1255,2.733728741
1256,25.8434488
1257,48.06786456
1258,48.00212967
1259,0.85894734
1260,46.19696168
1261,51.39664392
1262,2.615785832
1263,73.85492194
1264,78.46972259
1265,61.91869342
1266,66.70576357
1267,69.8410056
1268,35.8579046
1269,81.6084941
1270,84.5566149
1271,28.68684159
1272,53.85457225
1273,55.16379105
1274,1.068125406
1275,54.23706273
1276,50.10376029
1277,3.135484875
1278,80.39591728
1279,82.63071562
1280,89.88953077
1281,92.89765441
1282,94.14846732
1283,41.58551371
1284,95.12897845
1285,92.39124083
1286,1.261091862
1287,12.61696696
1288,36.64285561
1289,52.34346738
1290,57.08877056
1291,1.117675591
1292,83.14947865
1293,82.84063003
1294,80.49152522
1295,89.89767813
1296,94.29690562
1297,2.241763673
1298,1.826315609
1299,0.747631534
1300,9.328786223
1301,45.92980056
1302,52.24472601
1303,0.338169234
1304,43.34412585
1305,53.38444046
1306,0.841459123
1307,72.1822742
1308,83.93941968
1309,38.32865111
1310,59.55424843
1311,77.75555198
1312,11.79076705
1313,83.93526521
1314,90.73131654
1315,12.78013721
1316,49.15372199
1317,55.56585889
1318,0.355367929
1319,50.10834683
1320,53.33497035
1321,0.968826586
1322,80.68492948
1323,83.05466982
1324,81.37846659
1325,89.47412112
1326,95.75260589
1327,9.967076399
1328,86.08980917
1329,94.54981251
1330,1.784972431
1331,7.440214513
1332,6.314819709
1333,0.999277443
1334,10.41519753
1335,8.359123764
1336,3.67828301
1337,11.71308162
1338,13.97997531
1339,14.35152074
1340,15.08654076
1341,20.14340795
1342,0.449135277
1343,0.726790688
1344,3.693986506
1345,2.398450819
1346,4.24547498
1347,19.76841529
1348,23.14988163
1349,24.5860919
1350,2.832563629
1351,7.993089715
1352,12.93168151
1353,5.592490444
1354,7.956770314
1355,0.628553584
1356,11.32202809
1357,20.74522627
1358,35.61880796
1359,41.04141598
1360,55.11524561
1361,24.77364754
1362,33.50680291
1363,41.89146593
1364,11.59050003
1365,12.36887401
1366,16.16257939
1367,1.729864191
1368,4.215754471
1369,4.112217946
1370,7.911192525
1371,13.99630758
1372,18.40781284
1373,13.98755594
1374,20.04239857
1375,19.49452071
1376,9.474964289
1377,10.26328927
1378,14.9442896
1379,15.11582189
1380,28.39895545
1381,34.38141407
1382,0.377050084
1383,9.043513945
1384,13.524053
1385,3.045865819
1386,26.51530021
1387,28.15132537
1388,22.49487977
1389,37.83294904
1390,43.37501152
1391,10.00638892
1392,21.4669222
1393,32.75793304
1394,11.65330714
1395,22.58353247
1396,35.26155109
1397,0.275668441
1398,4.057606054
1399,8.039691846
1400,2.547971795
1401,17.09448081
1402,30.59514524
1403,26.31222578
1404,50.09944792
1405,55.00354925
1406,6.968929302
1407,18.1188647
1408,29.06844689
1409,1.25144582
1410,8.110761371
1411,9.109122278
1412,0.121773863
1413,3.267294839
1414,9.105544009
1415,0.689951869
1416,8.876631997
1417,6.083579291
1418,7.972544215
1419,11.17697809
1420,13.03686492
1421,3.23775549
1422,7.996830791
1423,9.676524882
1424,3.342369627
1425,23.70536277
1426,1.742923089
1427,1.132043957
1428,4.889819476
1429,4.510171982
1430,34.38173794
1431,42.29478749
1432,5.948041851
1433,8.970807298
1434,3.074612079
1435,14.24693951
1436,0.878081853
1437,0.830867403
1438,2.902396599
1439,6.536001371
1440,46.5446166
1441,46.08846314
1442,3.074693717
1443,5.085670913
1444,18.46507819
1445,13.47157217
1446,37.38354754
1447,1.208332351
1448,39.67142934
1449,41.17834608
1450,10.30004263
1451,61.72597738
1452,62.91956913
1453,19.78619625
1454,23.5354934
1455,21.9180702
1456,47.96214472
1457,27.15198165
1458,76.45126838
1459,30.36311877
1460,31.86956379
1461,0.542497492
1462,14.09805788
1463,17.10738006
1464,3.019148584
1465,33.44114491
1466,35.15374563
1467,24.23900204
1468,43.49187499
1469,48.23965662
1470,14.0670777
1471,26.30947521
1472,35.92744664
1473,12.90070345
1474,25.0144043
1475,42.53147932
1476,0.44794504
1477,12.94497014
1478,24.71545556
1479,2.841459947
1480,36.58244249
1481,64.13599101
1482,32.16531055
1483,51.64764803
1484,58.39892185
1485,13.37572764
1486,30.61273502
1487,47.66948987
1488,9.055172217
1489,8.916453721
1490,8.674987339
1491,1.468935867
1492,2.627491811
1493,4.471163192
1494,6.90640733
1495,8.653540466
1496,10.22354965
1497,7.147436012
1498,9.80291595
1499,10.13794025
1500,3.031273928
1501,4.546819288
1502,8.546147234
1503,7.131859569
1504,17.58389829
1505,26.35991815
1506,0.665064231
1507,2.871965335
1508,4.892554111
1509,8.121165956
1510,11.68964545
1511,24.97534285
1512,29.2582978
1513,0.894637207
1514,2.546576237
1515,7.473385241
1516,9.967512853
1517,17.78386933
1518,18.90594075
1519,2.785991996
1520,3.936030958
1521,3.462173057
1522,12.57060724
1523,12.67179243
1524,14.22488447
1525,19.78249574
1526,23.41994655
1527,6.131625875
1528,9.894361569
1529,12.53742021
1530,9.616112883
1531,13.66496862
1532,11.85429164
1533,2.579332416
1534,16.4358293
1535,18.29616546
1536,2.889330361
1537,19.25650723
1538,19.42489921
1539,30.38899776
1540,38.88072897
1541,40.27887601
1542,11.94269708
1543,21.93776353
1544,23.04134387
1545,10.309392
1546,32.25917309
1547,36.38251036
1548,0.321740184
1549,33.60384304
1550,42.00742206
1551,1.095223411
1552,52.43953497
1553,54.90007838
1554,54.22895975
1555,63.56431346
1556,63.2869505
1557,12.05436323
1558,57.02971842
1559,54.65489395
1560,23.76547665
1561,35.88987774
1562,46.36906778
1563,0.857255308
1564,44.39407022
1565,53.10447809
1566,5.49871711
1567,68.26027768
1568,67.19924832
1569,73.07610721
1570,81.15618498
1571,79.52732954
1572,39.62688642
1573,82.02772208
1574,86.76211847
1575,10.05139356
1576,12.33593597
1577,10.49048013
1578,0.970983294
1579,13.33701887
1580,17.14482537
1581,4.522238884
1582,14.62829911
1583,13.95628888
1584,19.47556274
1585,21.66443641
1586,18.99441923
1587,12.14875689
1588,14.44407911
1589,11.72782605
1590,0.330501293
1591,5.800095284
1592,9.518190042
1593,6.77799041
1594,14.9053934
1595,12.68915479
1596,30.40581968
1597,8.246523526
1598,36.7072802
1599,54.29333472
1600,19.13564251
1601,13.7385945
1602,0.419612341
1603,11.85943612
1604,33.82793233
1605,13.87014343
1606,33.28584241
1607,24.59821074
1608,66.86881109
1609,14.03184959
1610,60.85990802
1611,80.53864746
1612,46.74806516
1613,45.53588257
1614,21.18588073
1615,23.00642082
1616,39.51659226
1617,2.048615833
1618,44.92520247
1619,47.05254638
1620,13.82100293
1621,72.6088082
1622,69.38989345
1623,62.426823
1624,76.21686958
1625,70.35430221
1626,59.99235473
1627,75.38356191
1628,78.29631742
1629,26.29043032
1630,34.77458228
1631,37.39782282
1632,0.96264489
1633,39.32908802
1634,40.32887688
1635,4.451923676
1636,61.04819615
1637,59.7575144
1638,57.84627264
1639,65.93366748
1640,63.71103229
1641,38.01577432
1642,66.0578891
1643,62.40731324
1644,28.72536954
1645,34.91231211
1646,45.90687609
1647,1.413781414
1648,50.43757677
1649,52.0133379
1650,5.620589612
1651,73.06292012
1652,75.59377488
1653,76.3025428
1654,80.02551627
1655,83.65366275
1656,45.11238212
1657,78.61845192
1658,84.40416295
1659,8.912186757
1660,10.72342611
1661,11.81277895
1662,1.84960131
1663,9.065649451
1664,13.83920399
1665,4.278834497
1666,16.48404533
1667,17.45236147
1668,18.18990312
