7.083333333333333703e-01,7.916666666666666297e-01,7.727272727272727071e-01,8.636363636363636465e-01,8.181818181818182323e-01,6.206896551724138122e-01,5.142857142857142350e-01,6.956521739130434590e-01,6.551724137931034253e-01,7.826086956521739468e-01,1.000000000000000000e+00,9.090909090909090606e-01,3.863636363636363535e-01,4.857142857142857095e-01,4.722222222222222099e-01,4.324324324324324564e-01,5.000000000000000000e-01,4.848484848484848619e-01,5.142857142857142350e-01,5.000000000000000000e-01,5.161290322580645018e-01,5.135135135135134865e-01,4.871794871794871695e-01
7.083333333333333703e-01,7.916666666666666297e-01,6.956521739130434590e-01,7.826086956521739468e-01,8.181818181818182323e-01,6.785714285714286031e-01,5.142857142857142350e-01,7.727272727272727071e-01,5.999999999999999778e-01,8.636363636363636465e-01,9.090909090909090606e-01,1.000000000000000000e+00,3.863636363636363535e-01,4.857142857142857095e-01,4.722222222222222099e-01,4.722222222222222099e-01,4.571428571428571286e-01,4.848484848484848619e-01,5.142857142857142350e-01,5.000000000000000000e-01,5.666666666666666519e-01,4.736842105263157632e-01,4.500000000000000111e-01
5.000000000000000000e-01,4.418604651162790775e-01,4.500000000000000111e-01,3.953488372093023062e-01,3.720930232558139483e-01,3.469387755102040782e-01,3.584905660377358250e-01,4.500000000000000111e-01,4.255319148936170248e-01,3.953488372093023062e-01,3.863636363636363535e-01,3.863636363636363535e-01,1.000000000000000000e+00,7.750000000000000222e-01,7.560975609756097615e-01,7.142857142857143016e-01,7.073170731707316694e-01,6.999999999999999556e-01,6.744186046511627675e-01,5.869565217391304879e-01,6.500000000000000222e-01,3.392857142857143016e-01,4.000000000000000222e-01
6.451612903225806273e-01,5.588235294117647189e-01,5.806451612903226200e-01,5.000000000000000000e-01,4.705882352941176405e-01,4.249999999999999889e-01,4.318181818181818232e-01,5.806451612903226200e-01,4.146341463414633943e-01,5.000000000000000000e-01,4.857142857142857095e-01,4.857142857142857095e-01,7.750000000000000222e-01,1.000000000000000000e+00,9.090909090909090606e-01,8.529411764705882026e-01,8.484848484848485084e-01,8.437500000000000000e-01,7.027027027027027417e-01,6.410256410256410797e-01,7.812500000000000000e-01,4.042553191489361430e-01,3.877551020408163129e-01
6.250000000000000000e-01,5.428571428571428159e-01,5.625000000000000000e-01,4.857142857142857095e-01,4.571428571428571286e-01,4.146341463414633943e-01,4.545454545454545303e-01,5.625000000000000000e-01,4.390243902439024404e-01,4.857142857142857095e-01,4.722222222222222099e-01,4.722222222222222099e-01,7.560975609756097615e-01,9.090909090909090606e-01,1.000000000000000000e+00,8.823529411764705621e-01,9.375000000000000000e-01,8.750000000000000000e-01,7.297297297297297147e-01,7.105263157894736725e-01,7.058823529411765163e-01,4.255319148936170248e-01,3.800000000000000044e-01
5.757575757575758013e-01,5.000000000000000000e-01,5.151515151515151381e-01,4.444444444444444198e-01,4.571428571428571286e-01,4.871794871794871695e-01,3.913043478260869734e-01,5.625000000000000000e-01,3.720930232558139483e-01,4.857142857142857095e-01,4.324324324324324564e-01,4.722222222222222099e-01,7.142857142857143016e-01,8.529411764705882026e-01,8.823529411764705621e-01,1.000000000000000000e+00,8.235294117647058432e-01,8.750000000000000000e-01,6.410256410256410797e-01,6.250000000000000000e-01,7.058823529411765163e-01,3.673469387755102233e-01,3.529411764705882582e-01
5.625000000000000000e-01,5.294117647058823595e-01,5.999999999999999778e-01,5.151515151515151381e-01,4.848484848484848619e-01,4.000000000000000222e-01,4.418604651162790775e-01,5.483870967741935054e-01,4.615384615384615641e-01,4.705882352941176405e-01,5.000000000000000000e-01,4.571428571428571286e-01,7.073170731707316694e-01,8.484848484848485084e-01,9.375000000000000000e-01,8.235294117647058432e-01,1.000000000000000000e+00,9.333333333333333481e-01,7.222222222222222099e-01,7.027027027027027417e-01,6.969696969696970168e-01,4.444444444444444198e-01,3.958333333333333148e-01
5.483870967741935054e-01,5.151515151515151381e-01,5.862068965517240882e-01,5.000000000000000000e-01,5.161290322580645018e-01,4.210526315789473450e-01,3.953488372093023062e-01,5.862068965517240882e-01,4.102564102564102422e-01,5.000000000000000000e-01,4.848484848484848619e-01,4.848484848484848619e-01,6.999999999999999556e-01,8.437500000000000000e-01,8.750000000000000000e-01,8.750000000000000000e-01,9.333333333333333481e-01,1.000000000000000000e+00,6.666666666666666297e-01,6.486486486486486847e-01,7.419354838709677491e-01,4.000000000000000222e-01,3.829787234042553168e-01
5.757575757575758013e-01,6.363636363636363535e-01,5.625000000000000000e-01,5.757575757575758013e-01,5.454545454545454142e-01,4.871794871794871695e-01,5.238095238095238360e-01,5.625000000000000000e-01,5.128205128205127750e-01,5.757575757575758013e-01,5.142857142857142350e-01,5.142857142857142350e-01,6.744186046511627675e-01,7.027027027027027417e-01,7.297297297297297147e-01,6.410256410256410797e-01,7.222222222222222099e-01,6.666666666666666297e-01,1.000000000000000000e+00,8.571428571428570953e-01,8.125000000000000000e-01,3.958333333333333148e-01,3.529411764705882582e-01
5.588235294117647189e-01,6.176470588235294379e-01,5.454545454545454142e-01,5.588235294117647189e-01,5.294117647058823595e-01,4.749999999999999778e-01,5.116279069767442067e-01,5.454545454545454142e-01,5.000000000000000000e-01,5.588235294117647189e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.869565217391304879e-01,6.410256410256410797e-01,7.105263157894736725e-01,6.250000000000000000e-01,7.027027027027027417e-01,6.486486486486486847e-01,8.571428571428570953e-01,1.000000000000000000e+00,7.352941176470588758e-01,3.877551020408163129e-01,3.461538461538461453e-01
6.428571428571429047e-01,5.999999999999999778e-01,6.296296296296296502e-01,5.333333333333333259e-01,5.517241379310344751e-01,4.857142857142857095e-01,4.500000000000000111e-01,6.923076923076922906e-01,4.324324324324324564e-01,5.862068965517240882e-01,5.161290322580645018e-01,5.666666666666666519e-01,6.500000000000000222e-01,7.812500000000000000e-01,7.058823529411765163e-01,7.058823529411765163e-01,6.969696969696970168e-01,7.419354838709677491e-01,8.125000000000000000e-01,7.352941176470588758e-01,1.000000000000000000e+00,3.555555555555555691e-01,3.404255319148936088e-01
4.473684210526315819e-01,5.000000000000000000e-01,4.722222222222222099e-01,5.277777777777777901e-01,5.000000000000000000e-01,4.186046511627907196e-01,7.179487179487179516e-01,4.324324324324324564e-01,5.500000000000000444e-01,4.864864864864865135e-01,5.135135135135134865e-01,4.736842105263157632e-01,3.392857142857143016e-01,4.042553191489361430e-01,4.255319148936170248e-01,3.673469387755102233e-01,4.444444444444444198e-01,4.000000000000000222e-01,3.958333333333333148e-01,3.877551020408163129e-01,3.555555555555555691e-01,1.000000000000000000e+00,8.000000000000000444e-01
4.249999999999999889e-01,4.749999999999999778e-01,4.473684210526315819e-01,5.000000000000000000e-01,4.736842105263157632e-01,4.000000000000000222e-01,5.681818181818182323e-01,4.102564102564102422e-01,5.999999999999999778e-01,4.615384615384615641e-01,4.871794871794871695e-01,4.500000000000000111e-01,4.000000000000000222e-01,3.877551020408163129e-01,3.800000000000000044e-01,3.529411764705882582e-01,3.958333333333333148e-01,3.829787234042553168e-01,3.529411764705882582e-01,3.461538461538461453e-01,3.404255319148936088e-01,8.000000000000000444e-01,1.000000000000000000e+00
